timestep,policy,agent_id,food,coin,productivity,wealth,price,scarcity_ratio,alive_count,action,alive
8,random,3,3.074,4.328,0.902,35.068,10.0,5.6709,10,gather,True
8,random,4,1.325,19.747,0.998,32.993,10.0,5.6709,10,work,True
8,random,5,4.164,19.62,0.98,61.26,10.0,5.6709,10,gather,True
8,random,6,3.648,11.644,1.061,48.12,10.0,5.6709,10,gather,True
8,random,7,1.081,15.004,1.115,25.818,10.0,5.6709,10,work,True
8,random,8,1.823,9.92,0.838,28.154,10.0,5.6709,10,gather,True
8,random,9,0.578,2.663,0.811,8.444,10.0,5.6709,10,work,True
9,random,0,1.206,11.504,0.854,23.559,10.0,4.5583,9,work,True
9,random,1,1.338,10.44,1.139,23.818,10.0,4.5583,9,work,True
9,random,2,3.064,27.823,1.106,58.465,10.0,4.5583,9,gather,True
9,random,3,3.718,4.328,0.902,41.509,10.0,4.5583,9,gather,True
9,random,4,1.907,19.747,0.998,38.816,10.0,4.5583,9,gather,True
9,random,5,3.164,20.896,0.98,52.536,10.0,4.5583,9,work,True
9,random,6,3.36,21.644,1.061,55.245,10.0,4.5583,9,gather,True
9,random,7,1.081,6.419,1.115,17.233,10.0,4.5583,9,work,True
9,random,8,1.823,1.351,0.838,19.586,10.0,4.5583,9,work,True
10,random,0,1.566,11.504,0.854,27.169,10.0,5.4023,9,gather,True
10,random,1,2.153,10.44,1.139,31.974,10.0,5.4023,9,gather,True
10,random,2,3.674,27.823,1.106,64.558,10.0,5.4023,9,gather,True
10,random,3,4.281,4.328,0.902,47.141,10.0,5.4023,9,gather,True
10,random,4,2.602,19.747,0.998,45.771,10.0,5.4023,9,gather,True
10,random,5,3.934,20.896,0.98,60.24,10.0,5.4023,9,gather,True
10,random,6,2.36,22.945,1.061,46.547,10.0,5.4023,9,work,True
10,random,7,0.081,7.917,1.115,8.731,10.0,5.4023,9,work,True
10,random,8,0.823,2.773,0.838,11.008,10.0,5.4023,9,work,True
11,random,0,2.178,11.504,0.854,33.28,10.0,3.6105,7,gather,True
11,random,1,1.153,11.961,1.139,23.494,10.0,3.6105,7,work,True
11,random,2,4.414,27.823,1.106,71.959,10.0,3.6105,7,gather,True
11,random,3,3.281,5.908,0.902,38.721,10.0,3.6105,7,work,True
11,random,4,3.122,19.747,0.998,50.967,10.0,3.6105,7,gather,True
11,random,5,2.934,22.009,0.98,51.354,10.0,3.6105,7,work,True
11,random,6,2.908,22.945,1.061,52.029,10.0,3.6105,7,gather,True
12,random,0,2.336,11.504,0.854,34.489,9.838,3.7719,7,gather,True
12,random,1,0.153,13.293,1.139,14.802,9.838,3.7719,7,work,True
12,random,2,3.414,28.765,1.106,62.348,9.838,3.7719,7,work,True
12,random,3,2.281,7.352,0.902,29.795,9.838,3.7719,7,work,True
