timestep,policy,agent_id,food,coin,productivity,wealth,price,scarcity_ratio,alive_count,action,alive
27,random,5,9.273,29.74,0.98,43.784,1.5145,0.7932,10,work,True
27,random,6,13.338,29.758,1.061,49.958,1.5145,0.7932,10,gather,True
27,random,7,11.374,38.048,1.115,55.275,1.5145,0.7932,10,gather,True
27,random,8,6.683,28.555,0.838,38.677,1.5145,0.7932,10,gather,True
27,random,9,4.263,29.295,0.811,35.752,1.5145,0.7932,10,gather,True
28,random,0,6.827,30.032,0.854,39.652,1.4092,0.7469,10,work,True
28,random,1,9.877,36.69,1.139,50.609,1.4092,0.7469,10,work,True
28,random,2,9.094,39.081,1.106,51.896,1.4092,0.7469,10,gather,True
28,random,3,10.731,26.958,0.902,42.08,1.4092,0.7469,10,gather,True
28,random,4,8.147,31.939,0.998,43.419,1.4092,0.7469,10,work,True
28,random,5,8.273,31.363,0.98,43.021,1.4092,0.7469,10,work,True
28,random,6,12.338,31.424,1.061,48.811,1.4092,0.7469,10,work,True
28,random,7,12.453,38.048,1.115,55.597,1.4092,0.7469,10,gather,True
28,random,8,5.683,29.725,0.838,37.733,1.4092,0.7469,10,work,True
28,random,9,3.263,30.663,0.811,35.262,1.4092,0.7469,10,work,True
29,random,0,5.827,31.343,0.854,40.024,1.4899,0.7824,10,work,True
29,random,1,8.877,37.962,1.139,51.188,1.4899,0.7824,10,work,True
29,random,2,8.094,40.243,1.106,52.302,1.4899,0.7824,10,work,True
29,random,3,11.252,26.958,0.902,43.721,1.4899,0.7824,10,gather,True
29,random,4,7.147,33.238,0.998,43.886,1.4899,0.7824,10,work,True
29,random,5,9.449,31.363,0.98,45.441,1.4899,0.7824,10,gather,True
29,random,6,13.031,31.424,1.061,50.839,1.4899,0.7824,10,gather,True
29,random,7,13.348,38.048,1.115,57.935,1.4899,0.7824,10,gather,True
29,random,8,4.683,30.914,0.838,37.891,1.4899,0.7824,10,work,True
29,random,9,4.596,30.663,0.811,37.511,1.4899,0.7824,10,gather,True
